organisationunitid,organisationunituid,name,level,uidlevel1,level1name,uidlevel2,level2name,uidlevel3,level3name,uidlevel4,level4name,uidlevel5,level5name,uidlevel6,level6name,uidlevel7,level7name,code
2166359,blUVLY0UsCm,Bugembe Health Centre IV,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,blUVLY0UsCm,Bugembe Health Centre IV,p.ug.DHIS2.MmVUt93uiqa
2168705,C0gNT6KxziX,Bugembe Modern,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,C0gNT6KxziX,Bugembe Modern,p.ug.DHIS2.adRTe3FEgae
2168703,RG5Juax5YI9,Bugembe People'S,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,RG5Juax5YI9,Bugembe People'S,p.ug.DHIS2.zdWgJ1xAP9n
45154078,Q1QG4AzeHTx,Bugembe Prison HC II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,Q1QG4AzeHTx,Bugembe Prison HC II,
2164929,MsDKwsuAxXF,Byansi Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,MsDKwsuAxXF,Byansi Health Centre II,p.ug.DHIS2.AiWWkqX31UL
2170564,PYTFdn1Py0X,Dag Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,PYTFdn1Py0X,Dag Clinic,p.ug.DHIS2.vWBwg3QH66P
41337796,Bufc56IcLAO,Dr. Keneko Medical Centre Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,Bufc56IcLAO,Dr. Keneko Medical Centre Clinic,
2166360,Aka4Pp0PstS,Faith Medical Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,Aka4Pp0PstS,Faith Medical Clinic,p.ug.DHIS2.FNUymwJrUWa
2164927,JYtQh5umSOX,Good Care Health,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,JYtQh5umSOX,Good Care Health,p.ug.DHIS2.PpfqMtOz7xg
2164925,Llbwh4CtA3X,Grace Medical Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,Llbwh4CtA3X,Grace Medical Health Centre II,p.ug.DHIS2.OBEXwM3XooT
2164933,gSHqcVIpeVi,Mufumba Medical,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,gSHqcVIpeVi,Mufumba Medical,p.ug.DHIS2.rRKr0Jm7veC
2170050,lJOeEpuGSfN,Mukama Mwesigwa,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,lJOeEpuGSfN,Mukama Mwesigwa,p.ug.DHIS2.j1rXj4Gczt7
2164932,iCFYe00YZQu,Plisco Medical Centre,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,iCFYe00YZQu,Plisco Medical Centre,p.ug.DHIS2.R22PoP6RraW
2168704,XR3oZkRiwZM,Viena Parrant Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,XR3oZkRiwZM,Viena Parrant Clinic,p.ug.DHIS2.zmIKjOalDFH
2151139,y4rK9Qf0yT9,Bugembe Town Council,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,y4rK9Qf0yT9,Bugembe Town Council,,,p.ug.4.Bugembe Town Council
2165058,FNe1x22X8UE,Bugobya Maternity,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,dNBro4H5pZm,Busedde Subcounty,FNe1x22X8UE,Bugobya Maternity,p.ug.DHIS2.mt0lbKzXE6H
2166433,stuP0oYkgpy,Busedde Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,dNBro4H5pZm,Busedde Subcounty,stuP0oYkgpy,Busedde Health Centre III,p.ug.DHIS2.t5UJ7lyEPo3
45154079,wbpCKHd5AkO,Busede Prison Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,dNBro4H5pZm,Busedde Subcounty,wbpCKHd5AkO,Busede Prison Clinic,
2170746,bu2QUpKK0yU,Bwidabwangu Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,dNBro4H5pZm,Busedde Subcounty,bu2QUpKK0yU,Bwidabwangu Health Centre II,p.ug.DHIS2.EUZupmOWTtg
2165056,AMhYqZc7ldQ,Kisaasi Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,dNBro4H5pZm,Busedde Subcounty,AMhYqZc7ldQ,Kisaasi Health Centre II,p.ug.DHIS2.mAERMdeZj6X
2166434,yYP7se3qTwY,Mpambwa Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,dNBro4H5pZm,Busedde Subcounty,yYP7se3qTwY,Mpambwa Health Centre III,p.ug.DHIS2.OpOGlpV0oLK
2165057,OcAFTPxLjGQ,Nabitambala Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,dNBro4H5pZm,Busedde Subcounty,OcAFTPxLjGQ,Nabitambala Health Centre II,p.ug.DHIS2.ECcU4nC1MjT
2170578,FOlGbSmXxdh,Nalinaibi Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,dNBro4H5pZm,Busedde Subcounty,FOlGbSmXxdh,Nalinaibi Health Centre II,p.ug.DHIS2.lZHbUJPtorQ
2168735,PlLiy2FC0TL,Namaganaga Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,dNBro4H5pZm,Busedde Subcounty,PlLiy2FC0TL,Namaganaga Clinic,p.ug.DHIS2.a7tz9nw1hzm
2170092,E4xx78SjqxS,Namasiga Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,dNBro4H5pZm,Busedde Subcounty,E4xx78SjqxS,Namasiga Clinic,p.ug.DHIS2.yImUBl450zk
2150363,dNBro4H5pZm,Busedde Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,dNBro4H5pZm,Busedde Subcounty,,,p.ug.4.Busedde Subcounty
2165096,ayC8L4RobRV,Bubugo Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,zNcZJulfmMr,Butagaya Subcounty,ayC8L4RobRV,Bubugo Health Centre II,p.ug.DHIS2.YKum2vHCUAD
2170581,agrDfiHk3qY,Budiima Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,zNcZJulfmMr,Butagaya Subcounty,agrDfiHk3qY,Budiima Health Centre III,p.ug.DHIS2.CfUwC7rnAVI
2165097,vIgVbduZF3O,Butagaya Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,zNcZJulfmMr,Butagaya Subcounty,vIgVbduZF3O,Butagaya Health Centre III,p.ug.DHIS2.ga9sLsbCiMo
45154080,zhhjadcyAnS,Butagaya Prison Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,zNcZJulfmMr,Butagaya Subcounty,zhhjadcyAnS,Butagaya Prison Clinic,
2165095,gCMh3yMHXl4,Iwololo Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,zNcZJulfmMr,Butagaya Subcounty,gCMh3yMHXl4,Iwololo Health Centre II,p.ug.DHIS2.CIirnzcYtLI
2168766,hHsuG9aIU7g,Kibundaire Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,zNcZJulfmMr,Butagaya Subcounty,hHsuG9aIU7g,Kibundaire Health Centre II,p.ug.DHIS2.ajn8PLdyq8U
2171015,Ecz0q02XXw7,Lubanyi Health,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,zNcZJulfmMr,Butagaya Subcounty,Ecz0q02XXw7,Lubanyi Health,p.ug.DHIS2.UeShnyoPsnp
2165094,lwfkbcN9wEy,Lumuli Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,zNcZJulfmMr,Butagaya Subcounty,lwfkbcN9wEy,Lumuli Health Centre II,p.ug.DHIS2.OfLIf8Za2t6
2171157,ddQxyK1dnUe,Namegeru Health,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,zNcZJulfmMr,Butagaya Subcounty,ddQxyK1dnUe,Namegeru Health,p.ug.DHIS2.CfV392yMB2w
2166452,oLk3vFQHucu,Namwendwa Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,zNcZJulfmMr,Butagaya Subcounty,oLk3vFQHucu,Namwendwa Health Centre II,p.ug.DHIS2.ms1PcPU9Law
2166451,XcN6LU0zOZr,Nawampandha Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,zNcZJulfmMr,Butagaya Subcounty,XcN6LU0zOZr,Nawampandha Health Centre II,p.ug.DHIS2.OJAHaxY7rug
2165098,IKX7fmQeauS,St. Elizabeth Maternity,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,zNcZJulfmMr,Butagaya Subcounty,IKX7fmQeauS,St. Elizabeth Maternity,p.ug.DHIS2.wNsDNazHIkS
2166453,F7rfp6VwmUE,Wansimba Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,zNcZJulfmMr,Butagaya Subcounty,F7rfp6VwmUE,Wansimba Health Centre II,p.ug.DHIS2.iE8EHTPUZ76
2163145,zNcZJulfmMr,Butagaya Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,zNcZJulfmMr,Butagaya Subcounty,,,p.ug.4.Butagaya Subcounty
2166476,QqcdGqbwUg0,AOET Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,QqcdGqbwUg0,AOET Health Centre II,p.ug.HIBRID.92918
41337766,ORNExIgcEY5,Buwenge General Hospital,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,ORNExIgcEY5,Buwenge General Hospital,
2165129,A99tefb5lvi,Buwolero Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,A99tefb5lvi,Buwolero Health Centre II,p.ug.DHIS2.JiNfGuEaIMi
2165133,Wrg7XOgMfLz,Jinja All Saints Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,Wrg7XOgMfLz,Jinja All Saints Health Centre II,p.ug.DHIS2.h67U9AijmDA
2165131,KvHqZCqW89Z,Kabaganda Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,KvHqZCqW89Z,Kabaganda Health Centre II,p.ug.DHIS2.anyDKTZmVPh
45154209,pQtKA7e2sLe,Kagoma Prison HC II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,pQtKA7e2sLe,Kagoma Prison HC II,
2170098,yaB5nZ2UDaH,Kitanaba Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,yaB5nZ2UDaH,Kitanaba Health Centre II,p.ug.DHIS2.v7kUy7sDbrn
2166478,ZHVvskYTj1F,Magamaga Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,ZHVvskYTj1F,Magamaga Health Centre III,p.ug.DHIS2.abg74s2NDzQ
2165128,suQDDMxfgWc,Mawoito Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,suQDDMxfgWc,Mawoito Health Centre II,p.ug.DHIS2.eiUNndfmJIW
2166477,g401eC5Lw5c,Mpungwe Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,g401eC5Lw5c,Mpungwe Health Centre II,p.ug.DHIS2.aIoKvlW1Kfi
2165130,sxxvdfpLA4R,Muguluka Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,sxxvdfpLA4R,Muguluka Health Centre II,p.ug.DHIS2.Tjj8mXWAJKN
2168744,FLv0Zvdvoqi,Muno Mukasi Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,FLv0Zvdvoqi,Muno Mukasi Clinic,p.ug.DHIS2.aNdGDWqpcR6
2165132,Sd9J3G0OYFd,Mutai Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,Sd9J3G0OYFd,Mutai Health Centre II,p.ug.DHIS2.R63lQLnoBOa
2166475,fUjJSokvgSe,Nakisige Health Care,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,fUjJSokvgSe,Nakisige Health Care,p.ug.DHIS2.Pyttl7o1SJ6
2165135,o0U7xh6a5I7,St. Mark Health Care,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,o0U7xh6a5I7,St. Mark Health Care,p.ug.DHIS2.VIuP1gn9rYg
2165134,tSyxTz1JZha,St. Mulumba,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,tSyxTz1JZha,St. Mulumba,p.ug.DHIS2.WrHr4UqYIa9
2161314,a70F0Hzke1A,Buwenge Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,a70F0Hzke1A,Buwenge Subcounty,,,p.ug.4.Buwenge Subcounty
2165137,YyzumIS8Utj,Bunawona Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,wruslVBOXZw,Buwenge Town Council,YyzumIS8Utj,Bunawona Health Centre II,p.ug.DHIS2.EjmlzBc8RyM
2170099,FrVSs6OUkk8,Buwenge Health Centre IV,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,wruslVBOXZw,Buwenge Town Council,FrVSs6OUkk8,Buwenge Health Centre IV,p.ug.DHIS2.hYRpOD0ijAo
2165136,vHpLg722kBp,Buwenge NGO Hospital,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,wruslVBOXZw,Buwenge Town Council,vHpLg722kBp,Buwenge NGO Hospital,p.ug.DHIS2.n6WNrT4vfWe
2170750,KIKgeMRGEY4,Bwase Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,wruslVBOXZw,Buwenge Town Council,KIKgeMRGEY4,Bwase Health Centre II,p.ug.DHIS2.tGuQlKqJo5R
2163146,wruslVBOXZw,Buwenge Town Council,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,wruslVBOXZw,Buwenge Town Council,,,p.ug.4.Buwenge Town Council
2166490,IMC3Uzwnifh,Bukyeyune Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,V3nfbfC18M3,Buyengo Subcounty,IMC3Uzwnifh,Bukyeyune Clinic,p.ug.DHIS2.jv1JQ2hxW29
2165154,i6z6rxpjb6H,Busegula Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,V3nfbfC18M3,Buyengo Subcounty,i6z6rxpjb6H,Busegula Health Centre II,p.ug.DHIS2.B9FpgxMLSri
2166489,Ur4A7rJqt4R,Kakaire Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,V3nfbfC18M3,Buyengo Subcounty,Ur4A7rJqt4R,Kakaire Health Centre III,p.ug.DHIS2.cDySnTOLPKt
2165152,vxq9LDhsaz9,Kamiigo Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,V3nfbfC18M3,Buyengo Subcounty,vxq9LDhsaz9,Kamiigo Health Centre II,p.ug.DHIS2.aCpZQwWQhog
2166488,U8yDXAm6YEN,Nakagyo Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,V3nfbfC18M3,Buyengo Subcounty,U8yDXAm6YEN,Nakagyo Health Centre II,p.ug.DHIS2.MCVRGMHKlKb
2165153,pKLJ3rF2a8l,Nsozibbiri Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,V3nfbfC18M3,Buyengo Subcounty,pKLJ3rF2a8l,Nsozibbiri Health Centre II,p.ug.DHIS2.Nv89wZGYg25
2151144,V3nfbfC18M3,Buyengo Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,V3nfbfC18M3,Buyengo Subcounty,,,p.ug.4.Buyengo Subcounty
2168925,P8jugmnzg3z,AIC Jinja Main Branch,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,CZJfhJZ7p98,Jinja Central Division,P8jugmnzg3z,AIC Jinja Main Branch,p.ug.DHIS2.ndyRWKL0fDH
2168948,QDmOPn5OIfn,Bunawona Gen Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,CZJfhJZ7p98,Jinja Central Division,QDmOPn5OIfn,Bunawona Gen Clinic,p.ug.DHIS2.Q3gqMYnVq5B
2166587,sFhRKiBJrpa,Consultation Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,CZJfhJZ7p98,Jinja Central Division,sFhRKiBJrpa,Consultation Clinic,p.ug.DHIS2.h2VWfDwj4yw
41337780,HbBmh0dGXok,D`ACE Medicare Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,CZJfhJZ7p98,Jinja Central Division,HbBmh0dGXok,D`ACE Medicare Clinic,
2170766,uznTYtsdsf8,Family Hope Center Jinja,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,CZJfhJZ7p98,Jinja Central Division,uznTYtsdsf8,Family Hope Center Jinja,p.ug.DHIS2.aNxk6ghyV8u
2165185,MI1UKlQDJUr,IAA Jinja Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,CZJfhJZ7p98,Jinja Central Division,MI1UKlQDJUr,IAA Jinja Clinic,p.ug.DHIS2.B9maD3ejwcH
2166589,WMo4KR08i7z,Iganga Road,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,CZJfhJZ7p98,Jinja Central Division,WMo4KR08i7z,Iganga Road,p.ug.DHIS2.u2Wd4xSFNU8
2166591,MwDHe2QXFoF,Jifa Medical Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,CZJfhJZ7p98,Jinja Central Division,MwDHe2QXFoF,Jifa Medical Clinic,p.ug.DHIS2.AcpohmCHbfC
2166592,G4v5CZi3VIy,Jinja Consultation,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,CZJfhJZ7p98,Jinja Central Division,G4v5CZi3VIy,Jinja Consultation,p.ug.DHIS2.eVIRb0GVYuy
2168950,u7HaXrwiDNX,Jinja Dental Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,CZJfhJZ7p98,Jinja Central Division,u7HaXrwiDNX,Jinja Dental Clinic,p.ug.DHIS2.W5xlpMQnOLu
2168949,Omg10zV2hEJ,Jinja International Medical,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,CZJfhJZ7p98,Jinja Central Division,Omg10zV2hEJ,Jinja International Medical,p.ug.DHIS2.JrZ4o0NyqAv
2168926,zsLv5tYr2B0,Jinja Laboratory,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,CZJfhJZ7p98,Jinja Central Division,zsLv5tYr2B0,Jinja Laboratory,p.ug.DHIS2.alvUtDXg2jz
2168952,t1pGKeN5aY7,Jinja Medcare,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,n1khKizMllw,East Central,h2wCziavPlv,Jinja District,CZJfhJZ7p98,Jinja Central Division,t1pGKeN5aY7,Jinja Medcare,p.ug.DHIS2.e7LJGg7TItR
